"","Taxon","State"
"Bulbothrix_apophysata","Bulbothrix_apophysata","Absent"
"Bulbothrix_coronata","Bulbothrix_coronata","Absent"
"Bulbothrix_decurtata","Bulbothrix_decurtata","Absent"
"Bulbothrix_goebelii","Bulbothrix_goebelii","Absent"
"Bulbothrix_hypocraea","Bulbothrix_hypocraea","Absent"
"Bulbothrix_isidiza","Bulbothrix_isidiza","Absent"
"Bulbothrix_laevigatula","Bulbothrix_laevigatula","Absent"
"Bulbothrix_meizospora","Bulbothrix_meizospora","Absent"
"Bulbothrix_sensibilis","Bulbothrix_sensibilis","Absent"
"Bulbothrix_setschwanensis","Bulbothrix_setschwanensis","Absent"
"Bulbothrix_suffixa","Bulbothrix_suffixa","Absent"
"Bulbothrix_tabacina","Bulbothrix_tabacina","Absent"
"Canoparmelia_carneopruinata","Canoparmelia_carneopruinata","Absent"
"Canoparmelia_caroliniana","Canoparmelia_caroliniana","Absent"
"Canoparmelia_concrescens","Canoparmelia_concrescens","Absent"
"Canoparmelia_crozalsiana","Canoparmelia_crozalsiana","Absent"
"Canoparmelia_ecaperata","Canoparmelia_ecaperata","Absent"
"Canoparmelia_inhaminensis","Canoparmelia_inhaminensis","Absent"
"Canoparmelia_nairobiensis","Canoparmelia_nairobiensis","Absent"
"Canoparmelia_schelpei","Canoparmelia_schelpei","Absent"
"Canoparmelia_texana","Canoparmelia_texana","Absent"
"Cetrariastrum_andense","Cetrariastrum_andense","Absent"
"Cetrariastrum_dubitans","Cetrariastrum_dubitans","Absent"
"Cetrariastrum_ecuadoriense","Cetrariastrum_ecuadoriense","Absent"
"Cetrelia_braunsiana","Cetrelia_braunsiana","Absent"
"Cetrelia_cetrarioides","Cetrelia_cetrarioides","Absent"
"Cetrelia_chicitae","Cetrelia_chicitae","Absent"
"Cetrelia_japonica","Cetrelia_japonica","Absent"
"Cetrelia_olivetorum","Cetrelia_olivetorum","Absent"
"Cetrelia_pseudolivetorum","Cetrelia_pseudolivetorum","Absent"
"Emodomelanelia_masonii","Emodomelanelia_masonii","Absent"
"Everniastrum_americanum","Everniastrum_americanum","Absent"
"Everniastrum_catawbiense","Everniastrum_catawbiense","Absent"
"Everniastrum_cirrhatum","Everniastrum_cirrhatum","Absent"
"Everniastrum_lipidiferum","Everniastrum_lipidiferum","Absent"
"Everniastrum_nepalense","Everniastrum_nepalense","Absent"
"Everniastrum_rhizodendroideum","Everniastrum_rhizodendroideum","Absent"
"Everniastrum_sorocheilum","Everniastrum_sorocheilum","Absent"
"Everniastrum_vexans","Everniastrum_vexans","Absent"
"Flavoparmelia_baltimorensis","Flavoparmelia_baltimorensis","Absent"
"Flavoparmelia_caperata","Flavoparmelia_caperata","Absent"
"Flavoparmelia_citrinescens","Flavoparmelia_citrinescens","Absent"
"Flavoparmelia_euplecta","Flavoparmelia_euplecta","Absent"
"Flavoparmelia_ferax","Flavoparmelia_ferax","Absent"
"Flavoparmelia_haysomii","Flavoparmelia_haysomii","Absent"
"Flavoparmelia_haywardiana","Flavoparmelia_haywardiana","Absent"
"Flavoparmelia_marchantii","Flavoparmelia_marchantii","Absent"
"Flavoparmelia_papillosa","Flavoparmelia_papillosa","Absent"
"Flavoparmelia_rutidota","Flavoparmelia_rutidota","Absent"
"Flavoparmelia_secalonica","Flavoparmelia_secalonica","Absent"
"Flavoparmelia_soredians","Flavoparmelia_soredians","Absent"
"Flavoparmelia_springtonensis","Flavoparmelia_springtonensis","Absent"
"Flavoparmelia_subambigua","Flavoparmelia_subambigua","Absent"
"Flavopunctelia_borrerioides","Flavopunctelia_borrerioides","Absent"
"Flavopunctelia_flaventior","Flavopunctelia_flaventior","Absent"
"Flavopunctelia_soredica","Flavopunctelia_soredica","Absent"
"Hypotrachyna_adducta","Hypotrachyna_adducta","Absent"
"Hypotrachyna_afrorevoluta","Hypotrachyna_afrorevoluta","Absent"
"Hypotrachyna_booralensis","Hypotrachyna_booralensis","Absent"
"Hypotrachyna_brasiliana","Hypotrachyna_brasiliana","Absent"
"Hypotrachyna_britannica","Hypotrachyna_britannica","Absent"
"Hypotrachyna_caraccensis","Hypotrachyna_caraccensis","Absent"
"Hypotrachyna_ciliata","Hypotrachyna_ciliata","Absent"
"Hypotrachyna_dactylifera","Hypotrachyna_dactylifera","Absent"
"Hypotrachyna_degelii","Hypotrachyna_degelii","Absent"
"Hypotrachyna_endochlora","Hypotrachyna_endochlora","Absent"
"Hypotrachyna_exsecta","Hypotrachyna_exsecta","Absent"
"Hypotrachyna_fissicarpa","Hypotrachyna_fissicarpa","Absent"
"Hypotrachyna_flexilis","Hypotrachyna_flexilis","Absent"
"Hypotrachyna_imbricatula","Hypotrachyna_imbricatula","Absent"
"Hypotrachyna_immaculata","Hypotrachyna_immaculata","Absent"
"Hypotrachyna_koyaensis","Hypotrachyna_koyaensis","Absent"
"Hypotrachyna_laevigata","Hypotrachyna_laevigata","Absent"
"Hypotrachyna_leiophylla","Hypotrachyna_leiophylla","Absent"
"Hypotrachyna_livida","Hypotrachyna_livida","Absent"
"Hypotrachyna_neodissecta","Hypotrachyna_neodissecta","Absent"
"Hypotrachyna_osseoalba","Hypotrachyna_osseoalba","Absent"
"Hypotrachyna_physcioides","Hypotrachyna_physcioides","Absent"
"Hypotrachyna_polydactyla","Hypotrachyna_polydactyla","Absent"
"Hypotrachyna_pseudosinuosa","Hypotrachyna_pseudosinuosa","Absent"
"Hypotrachyna_radiculata","Hypotrachyna_radiculata","Absent"
"Hypotrachyna_reducens","Hypotrachyna_reducens","Absent"
"Hypotrachyna_revoluta","Hypotrachyna_revoluta","Absent"
"Hypotrachyna_rockii","Hypotrachyna_rockii","Absent"
"Hypotrachyna_showmanii","Hypotrachyna_showmanii","Absent"
"Hypotrachyna_sinuosa","Hypotrachyna_sinuosa","Absent"
"Hypotrachyna_taylorensis","Hypotrachyna_taylorensis","Absent"
"Karoowia_adhaerens","Karoowia_adhaerens","Absent"
"Karoowia_perspersa","Karoowia_perspersa","Absent"
"Karoowia_ralla","Karoowia_ralla","Absent"
"Karoowia_scitula","Karoowia_scitula","Absent"
"Melanelixia_albertana","Melanelixia_albertana","Absent"
"Melanelixia_californica","Melanelixia_californica","Absent"
"Melanelixia_calva","Melanelixia_calva","Absent"
"Melanelixia_fuliginosa","Melanelixia_fuliginosa","Absent"
"Melanelixia_glabra","Melanelixia_glabra","Absent"
"Melanelixia_glabratuloides","Melanelixia_glabratuloides","Absent"
"Melanelixia_glabroides","Melanelixia_glabroides","Absent"
"Melanelixia_piliferella","Melanelixia_piliferella","Absent"
"Melanelixia_subargentifera","Melanelixia_subargentifera","Absent"
"Melanelixia_subaurifera","Melanelixia_subaurifera","Absent"
"Melanelixia_subglabra","Melanelixia_subglabra","Absent"
"Melanelixia_villosella","Melanelixia_villosella","Absent"
"Melanohalea_elegantula","Melanohalea_elegantula","Absent"
"Melanohalea_exasperata","Melanohalea_exasperata","Absent"
"Melanohalea_exasperatula","Melanohalea_exasperatula","Absent"
"Melanohalea_gomukhensis","Melanohalea_gomukhensis","Absent"
"Melanohalea_halei","Melanohalea_halei","Absent"
"Melanohalea_infumata","Melanohalea_infumata","Absent"
"Melanohalea_laciniatula","Melanohalea_laciniatula","Absent"
"Melanohalea_lobulata","Melanohalea_lobulata","Absent"
"Melanohalea_multispora","Melanohalea_multispora","Absent"
"Melanohalea_olivacea","Melanohalea_olivacea","Absent"
"Melanohalea_poeltii","Melanohalea_poeltii","Absent"
"Melanohalea_septentrionalis","Melanohalea_septentrionalis","Absent"
"Melanohalea_subelegantula","Melanohalea_subelegantula","Absent"
"Melanohalea_subexasperata","Melanohalea_subexasperata","Absent"
"Melanohalea_subolivacea","Melanohalea_subolivacea","Absent"
"Melanohalea_trabeculata","Melanohalea_trabeculata","Absent"
"Montanelia_disjuncta","Montanelia_disjuncta","Absent"
"Montanelia_panniformis","Montanelia_panniformis","Absent"
"Montanelia_sorediata","Montanelia_sorediata","Absent"
"Montanelia_tominii","Montanelia_tominii","Absent"
"Myelochroa_aurulenta","Myelochroa_aurulenta","Absent"
"Myelochroa_entotheiochroa","Myelochroa_entotheiochroa","Absent"
"Myelochroa_galbina","Myelochroa_galbina","Absent"
"Myelochroa_indica","Myelochroa_indica","Absent"
"Myelochroa_irrugans","Myelochroa_irrugans","Absent"
"Myelochroa_metarevoluta","Myelochroa_metarevoluta","Absent"
"Namakwa_exornata","Namakwa_exornata","Absent"
"Nesolechia_oxyspora","Nesolechia_oxyspora","Absent"
"Nipponoparmelia_laevior","Nipponoparmelia_laevior","Absent"
"Nipponoparmelia_ricasolioides","Nipponoparmelia_ricasolioides","Absent"
"Parmelaria_subthomsonii","Parmelaria_subthomsonii","Absent"
"Parmelia_adaugescens","Parmelia_adaugescens","Absent"
"Parmelia_barrenoae","Parmelia_barrenoae","Absent"
"Parmelia_cochleata","Parmelia_cochleata","Absent"
"Parmelia_crambidiocarpa","Parmelia_crambidiocarpa","Absent"
"Parmelia_cunninghamii","Parmelia_cunninghamii","Absent"
"Parmelia_discordans","Parmelia_discordans","Absent"
"Parmelia_encryptata","Parmelia_encryptata","Absent"
"Parmelia_ernstiae","Parmelia_ernstiae","Absent"
"Parmelia_erumpens","Parmelia_erumpens","Absent"
"Parmelia_fertilis","Parmelia_fertilis","Absent"
"Parmelia_lindmanii","Parmelia_lindmanii","Absent"
"Parmelia_mayi","Parmelia_mayi","Absent"
"Parmelia_omphalodes","Parmelia_omphalodes","Absent"
"Parmelia_pinnatifida","Parmelia_pinnatifida","Absent"
"Parmelia_pseudolaevior","Parmelia_pseudolaevior","Absent"
"Parmelia_pseudotenuirima","Parmelia_pseudotenuirima","Absent"
"Parmelia_saxatilis","Parmelia_saxatilis","Absent"
"Parmelia_serrana","Parmelia_serrana","Absent"
"Parmelia_signifera","Parmelia_signifera","Absent"
"Parmelia_skultii","Parmelia_skultii","Absent"
"Parmelia_squarrosa","Parmelia_squarrosa","Absent"
"Parmelia_submontana","Parmelia_submontana","Absent"
"Parmelia_subtestacea","Parmelia_subtestacea","Absent"
"Parmelia_sulcata","Parmelia_sulcata","Absent"
"Parmelia_tenuirima","Parmelia_tenuirima","Absent"
"Parmelina_atricha","Parmelina_atricha","Absent"
"Parmelina_carporrhizans","Parmelina_carporrhizans","Absent"
"Parmelina_coleae","Parmelina_coleae","Absent"
"Parmelina_cryptotiliacea","Parmelina_cryptotiliacea","Absent"
"Parmelina_pastillifera","Parmelina_pastillifera","Absent"
"Parmelina_quercina","Parmelina_quercina","Absent"
"Parmelina_tiliacea","Parmelina_tiliacea","Absent"
"Parmelinella_wallichiana","Parmelinella_wallichiana","Absent"
"Parmelinopsis_cryptochlora","Parmelinopsis_cryptochlora","Absent"
"Parmelinopsis_horrescens","Parmelinopsis_horrescens","Absent"
"Parmelinopsis_minarum","Parmelinopsis_minarum","Absent"
"Parmelinopsis_neodamaziana","Parmelinopsis_neodamaziana","Absent"
"Parmelinopsis_subfatiscens","Parmelinopsis_subfatiscens","Absent"
"Parmelinopsis_swinscowii","Parmelinopsis_swinscowii","Absent"
"Parmeliopsis_ambigua","Parmeliopsis_ambigua","Absent"
"Parmeliopsis_hyperopta","Parmeliopsis_hyperopta","Absent"
"Parmotrema_andinum","Parmotrema_andinum","Absent"
"Parmotrema_austrosinense","Parmotrema_austrosinense","Absent"
"Parmotrema_cetratum","Parmotrema_cetratum","Absent"
"Parmotrema_clavuliferum","Parmotrema_clavuliferum","Absent"
"Parmotrema_consors","Parmotrema_consors","Absent"
"Parmotrema_crinitum","Parmotrema_crinitum","Absent"
"Parmotrema_endosulphureum","Parmotrema_endosulphureum","Absent"
"Parmotrema_fistulatum","Parmotrema_fistulatum","Absent"
"Parmotrema_haitiense","Parmotrema_haitiense","Absent"
"Parmotrema_hypoleucinum","Parmotrema_hypoleucinum","Absent"
"Parmotrema_internexum","Parmotrema_internexum","Absent"
"Parmotrema_margaritatum","Parmotrema_margaritatum","Absent"
"Parmotrema_nilgherrense","Parmotrema_nilgherrense","Absent"
"Parmotrema_norsticticatum","Parmotrema_norsticticatum","Absent"
"Parmotrema_perforatum","Parmotrema_perforatum","Absent"
"Parmotrema_perlatum","Parmotrema_perlatum","Absent"
"Parmotrema_pilosum","Parmotrema_pilosum","Absent"
"Parmotrema_praesorediosum","Parmotrema_praesorediosum","Absent"
"Parmotrema_pseudoreticulatum","Parmotrema_pseudoreticulatum","Absent"
"Parmotrema_pseudotinctorum","Parmotrema_pseudotinctorum","Absent"
"Parmotrema_reticulatum","Parmotrema_reticulatum","Absent"
"Parmotrema_robustum","Parmotrema_robustum","Absent"
"Parmotrema_subcaperatum","Parmotrema_subcaperatum","Absent"
"Parmotrema_subtinctorium","Parmotrema_subtinctorium","Absent"
"Parmotrema_tinctorum","Parmotrema_tinctorum","Absent"
"Parmotrema_xanthinum","Parmotrema_xanthinum","Absent"
"Pleurosticta_acetabulum","Pleurosticta_acetabulum","Absent"
"Punctelia_borreri","Punctelia_borreri","Absent"
"Punctelia_caseana","Punctelia_caseana","Absent"
"Punctelia_hypoleucites","Punctelia_hypoleucites","Absent"
"Punctelia_jeckeri","Punctelia_jeckeri","Absent"
"Punctelia_missouriensis","Punctelia_missouriensis","Absent"
"Punctelia_perreticulata","Punctelia_perreticulata","Absent"
"Punctelia_pseudocoralloidea","Punctelia_pseudocoralloidea","Absent"
"Punctelia_reddenda","Punctelia_reddenda","Absent"
"Punctelia_rudecta","Punctelia_rudecta","Absent"
"Punctelia_stictica","Punctelia_stictica","Absent"
"Punctelia_subflava","Punctelia_subflava","Absent"
"Punctelia_subpraesignis","Punctelia_subpraesignis","Absent"
"Punctelia_subrudecta","Punctelia_subrudecta","Absent"
"Punctelia_ulophylla","Punctelia_ulophylla","Absent"
"Relicina_abstrusa","Relicina_abstrusa","Absent"
"Relicina_subnigra","Relicina_subnigra","Absent"
"Relicina_sydneyensis","Relicina_sydneyensis","Absent"
"Relicinopsis_intertexta","Relicinopsis_intertexta","Absent"
"Relicinopsis_malaccensis","Relicinopsis_malaccensis","Absent"
"Remototrachyna_awasthii","Remototrachyna_awasthii","Absent"
"Remototrachyna_costaricensis","Remototrachyna_costaricensis","Absent"
"Remototrachyna_crenata","Remototrachyna_crenata","Absent"
"Remototrachyna_dodapetta","Remototrachyna_dodapetta","Absent"
"Remototrachyna_incognita","Remototrachyna_incognita","Absent"
"Remototrachyna_infirma","Remototrachyna_infirma","Absent"
"Remototrachyna_kingii","Remototrachyna_kingii","Absent"
"Remototrachyna_rhabdiformis","Remototrachyna_rhabdiformis","Absent"
"Remototrachyna_scytophylla","Remototrachyna_scytophylla","Absent"
"Xanthomaculina_hottentotta","Xanthomaculina_hottentotta","Absent"
"Xanthoparmelia_aliphaticella","Xanthoparmelia_aliphaticella","Absent"
"Xanthoparmelia_amplexula","Xanthoparmelia_amplexula","Absent"
"Xanthoparmelia_angustiphylla","Xanthoparmelia_angustiphylla","Absent"
"Xanthoparmelia_atroviridis","Xanthoparmelia_atroviridis","Absent"
"Xanthoparmelia_atticoides","Xanthoparmelia_atticoides","Absent"
"Xanthoparmelia_bibax","Xanthoparmelia_bibax","Absent"
"Xanthoparmelia_brachinaensis","Xanthoparmelia_brachinaensis","Absent"
"Xanthoparmelia_californica","Xanthoparmelia_californica","Absent"
"Xanthoparmelia_caliginosa","Xanthoparmelia_caliginosa","Absent"
"Xanthoparmelia_camtschadalis","Xanthoparmelia_camtschadalis","Absent"
"Xanthoparmelia_chalybaeizans","Xanthoparmelia_chalybaeizans","Absent"
"Xanthoparmelia_chlorea","Xanthoparmelia_chlorea","Absent"
"Xanthoparmelia_chlorochroa","Xanthoparmelia_chlorochroa","Absent"
"Xanthoparmelia_coloradoensis","Xanthoparmelia_coloradoensis","Absent"
"Xanthoparmelia_competita","Xanthoparmelia_competita","Absent"
"Xanthoparmelia_condyloides","Xanthoparmelia_condyloides","Absent"
"Xanthoparmelia_conspersa","Xanthoparmelia_conspersa","Absent"
"Xanthoparmelia_convolutella","Xanthoparmelia_convolutella","Absent"
"Xanthoparmelia_cordillerana","Xanthoparmelia_cordillerana","Absent"
"Xanthoparmelia_crespoae","Xanthoparmelia_crespoae","Absent"
"Xanthoparmelia_cumberlandia","Xanthoparmelia_cumberlandia","Absent"
"Xanthoparmelia_dayiana","Xanthoparmelia_dayiana","Absent"
"Xanthoparmelia_delisei","Xanthoparmelia_delisei","Absent"
"Xanthoparmelia_dierythra","Xanthoparmelia_dierythra","Absent"
"Xanthoparmelia_digitiformis","Xanthoparmelia_digitiformis","Absent"
"Xanthoparmelia_fissurina","Xanthoparmelia_fissurina","Absent"
"Xanthoparmelia_flindersiana","Xanthoparmelia_flindersiana","Absent"
"Xanthoparmelia_fumigata","Xanthoparmelia_fumigata","Absent"
"Xanthoparmelia_glabrans","Xanthoparmelia_glabrans","Absent"
"Xanthoparmelia_greytonensis","Xanthoparmelia_greytonensis","Absent"
"Xanthoparmelia_hueana","Xanthoparmelia_hueana","Absent"
"Xanthoparmelia_hypofusca","Xanthoparmelia_hypofusca","Absent"
"Xanthoparmelia_hypoleiella","Xanthoparmelia_hypoleiella","Absent"
"Xanthoparmelia_hypoprotocetrarica","Xanthoparmelia_hypoprotocetrarica","Absent"
"Xanthoparmelia_ianthina","Xanthoparmelia_ianthina","Absent"
"Xanthoparmelia_idahoensis","Xanthoparmelia_idahoensis","Absent"
"Xanthoparmelia_imitatrix","Xanthoparmelia_imitatrix","Absent"
"Xanthoparmelia_incrustata","Xanthoparmelia_incrustata","Absent"
"Xanthoparmelia_isidiigera","Xanthoparmelia_isidiigera","Absent"
"Xanthoparmelia_isidiovagans","Xanthoparmelia_isidiovagans","Absent"
"Xanthoparmelia_lavicola","Xanthoparmelia_lavicola","Absent"
"Xanthoparmelia_lineella","Xanthoparmelia_lineella","Absent"
"Xanthoparmelia_lineola","Xanthoparmelia_lineola","Absent"
"Xanthoparmelia_lipochlorochroa","Xanthoparmelia_lipochlorochroa","Absent"
"Xanthoparmelia_lithophila","Xanthoparmelia_lithophila","Absent"
"Xanthoparmelia_lithophiloides","Xanthoparmelia_lithophiloides","Absent"
"Xanthoparmelia_loxodes","Xanthoparmelia_loxodes","Absent"
"Xanthoparmelia_luteonotata","Xanthoparmelia_luteonotata","Absent"
"Xanthoparmelia_mexicana","Xanthoparmelia_mexicana","Absent"
"Xanthoparmelia_mougeotii","Xanthoparmelia_mougeotii","Absent"
"Xanthoparmelia_murina","Xanthoparmelia_murina","Absent"
"Xanthoparmelia_neochlorochroa","Xanthoparmelia_neochlorochroa","Absent"
"Xanthoparmelia_neopropaguloides","Xanthoparmelia_neopropaguloides","Absent"
"Xanthoparmelia_neoquintaria","Xanthoparmelia_neoquintaria","Absent"
"Xanthoparmelia_neorimalis","Xanthoparmelia_neorimalis","Absent"
"Xanthoparmelia_neotinctina","Xanthoparmelia_neotinctina","Absent"
"Xanthoparmelia_neotumidosa","Xanthoparmelia_neotumidosa","Absent"
"Xanthoparmelia_neowyomingica","Xanthoparmelia_neowyomingica","Absent"
"Xanthoparmelia_norcapnodes","Xanthoparmelia_norcapnodes","Absent"
"Xanthoparmelia_norchlorochroa","Xanthoparmelia_norchlorochroa","Absent"
"Xanthoparmelia_notata","Xanthoparmelia_notata","Absent"
"Xanthoparmelia_ovealmbornii","Xanthoparmelia_ovealmbornii","Absent"
"Xanthoparmelia_patagonica","Xanthoparmelia_patagonica","Absent"
"Xanthoparmelia_perezdepazii","Xanthoparmelia_perezdepazii","Absent"
"Xanthoparmelia_perfissa","Xanthoparmelia_perfissa","Absent"
"Xanthoparmelia_perrugata","Xanthoparmelia_perrugata","Absent"
"Xanthoparmelia_pertinax","Xanthoparmelia_pertinax","Absent"
"Xanthoparmelia_plittii","Xanthoparmelia_plittii","Absent"
"Xanthoparmelia_pokornyi","Xanthoparmelia_pokornyi","Absent"
"Xanthoparmelia_protomatrae","Xanthoparmelia_protomatrae","Absent"
"Xanthoparmelia_pseudoglabrans","Xanthoparmelia_pseudoglabrans","Absent"
"Xanthoparmelia_psoromifera","Xanthoparmelia_psoromifera","Absent"
"Xanthoparmelia_pulla","Xanthoparmelia_pulla","Absent"
"Xanthoparmelia_pulloides","Xanthoparmelia_pulloides","Absent"
"Xanthoparmelia_pulvinaris","Xanthoparmelia_pulvinaris","Absent"
"Xanthoparmelia_quintarioides","Xanthoparmelia_quintarioides","Absent"
"Xanthoparmelia_reptans","Xanthoparmelia_reptans","Absent"
"Xanthoparmelia_ryssolea","Xanthoparmelia_ryssolea","Absent"
"Xanthoparmelia_saxeti","Xanthoparmelia_saxeti","Absent"
"Xanthoparmelia_scotophylla","Xanthoparmelia_scotophylla","Absent"
"Xanthoparmelia_semiviridis","Xanthoparmelia_semiviridis","Absent"
"Xanthoparmelia_sigillata","Xanthoparmelia_sigillata","Absent"
"Xanthoparmelia_squamans","Xanthoparmelia_squamans","Absent"
"Xanthoparmelia_stenophylla","Xanthoparmelia_stenophylla","Absent"
"Xanthoparmelia_subamplexuloides","Xanthoparmelia_subamplexuloides","Absent"
"Xanthoparmelia_subchalybaeizans","Xanthoparmelia_subchalybaeizans","Absent"
"Xanthoparmelia_subcrustacea","Xanthoparmelia_subcrustacea","Absent"
"Xanthoparmelia_subdiffluens","Xanthoparmelia_subdiffluens","Absent"
"Xanthoparmelia_subdomokosii","Xanthoparmelia_subdomokosii","Absent"
"Xanthoparmelia_subhosseana","Xanthoparmelia_subhosseana","Absent"
"Xanthoparmelia_subimitatrix","Xanthoparmelia_subimitatrix","Absent"
"Xanthoparmelia_subincerta","Xanthoparmelia_subincerta","Absent"
"Xanthoparmelia_sublaevis","Xanthoparmelia_sublaevis","Absent"
"Xanthoparmelia_subprolixa","Xanthoparmelia_subprolixa","Absent"
"Xanthoparmelia_subspodochroa","Xanthoparmelia_subspodochroa","Absent"
"Xanthoparmelia_substrigosa","Xanthoparmelia_substrigosa","Absent"
"Xanthoparmelia_subverrucigera","Xanthoparmelia_subverrucigera","Absent"
"Xanthoparmelia_tasmanica","Xanthoparmelia_tasmanica","Absent"
"Xanthoparmelia_tegeta","Xanthoparmelia_tegeta","Absent"
"Xanthoparmelia_tentaculina","Xanthoparmelia_tentaculina","Absent"
"Xanthoparmelia_tinctina","Xanthoparmelia_tinctina","Absent"
"Xanthoparmelia_tortula","Xanthoparmelia_tortula","Absent"
"Xanthoparmelia_torulosa","Xanthoparmelia_torulosa","Absent"
"Xanthoparmelia_transvaalensis","Xanthoparmelia_transvaalensis","Absent"
"Xanthoparmelia_tzaneenensis","Xanthoparmelia_tzaneenensis","Absent"
"Xanthoparmelia_vagans","Xanthoparmelia_vagans","Absent"
"Xanthoparmelia_verisidiosa","Xanthoparmelia_verisidiosa","Absent"
"Xanthoparmelia_verrucella","Xanthoparmelia_verrucella","Absent"
"Xanthoparmelia_verrucigera","Xanthoparmelia_verrucigera","Absent"
"Xanthoparmelia_verruculifera","Xanthoparmelia_verruculifera","Absent"
"Xanthoparmelia_versicolor","Xanthoparmelia_versicolor","Absent"
"Xanthoparmelia_vicentei","Xanthoparmelia_vicentei","Absent"
"Xanthoparmelia_viriduloumbrina","Xanthoparmelia_viriduloumbrina","Absent"
"Xanthoparmelia_wyomingica","Xanthoparmelia_wyomingica","Absent"
"Xanthoparmelia_xanthomelaena","Xanthoparmelia_xanthomelaena","Absent"
"Phacopsis_huuskonenii","Phacopsis_huuskonenii","Absent"
"Phacopsis_vulpina","Phacopsis_vulpina","Absent"
"Platismatia_erosa","Platismatia_erosa","Absent"
"Platismatia_glauca","Platismatia_glauca","Absent"
"Platismatia_herrei","Platismatia_herrei","Absent"
"Platismatia_norvegica","Platismatia_norvegica","Absent"
"Platismatia_stenophylla","Platismatia_stenophylla","Absent"
"Platismatia_tuckermanii","Platismatia_tuckermanii","Absent"
"Protoparmelia_badia","Protoparmelia_badia","Absent"
"Protoparmelia_montagnei","Protoparmelia_montagnei","Absent"
"Protoparmelia_ochrococca","Protoparmelia_ochrococca","Absent"
"Protoparmelia_picea","Protoparmelia_picea","Absent"
"Protoparmelia_psarophana","Protoparmelia_psarophana","Absent"
"Protousnea_magellanica","Protousnea_magellanica","Absent"
"Pseudephebe_minuscula","Pseudephebe_minuscula","Absent"
"Pseudephebe_pubescens","Pseudephebe_pubescens","Absent"
"Pseudevernia_cladonia","Pseudevernia_cladonia","Absent"
"Pseudevernia_consocians","Pseudevernia_consocians","Absent"
"Pseudevernia_furfuracea","Pseudevernia_furfuracea","Absent"
"Pseudevernia_intensa","Pseudevernia_intensa","Absent"
"Psiloparmelia_denotata","Psiloparmelia_denotata","Absent"
"Psiloparmelia_distincta","Psiloparmelia_distincta","Absent"
"Sulcaria_isidiifera","Sulcaria_isidiifera","Absent"
"Sulcaria_sulcata","Sulcaria_sulcata","Absent"
"Sulcaria_virens","Sulcaria_virens","Absent"
"Usnea_acanthella","Usnea_acanthella","Absent"
"Usnea_aciculifera","Usnea_aciculifera","Absent"
"Usnea_acromelana","Usnea_acromelana","Absent"
"Usnea_angulata","Usnea_angulata","Absent"
"Usnea_antarctica","Usnea_antarctica","Absent"
"Usnea_arizonica","Usnea_arizonica","Absent"
"Usnea_articulata","Usnea_articulata","Absent"
"Usnea_aurantiacoatra","Usnea_aurantiacoatra","Absent"
"Usnea_baileyi","Usnea_baileyi","Absent"
"Usnea_barbata","Usnea_barbata","Absent"
"Usnea_bismolliuscula","Usnea_bismolliuscula","Absent"
"Usnea_brasiliensis","Usnea_brasiliensis","Absent"
"Usnea_ceratina","Usnea_ceratina","Absent"
"Usnea_chaetophora","Usnea_chaetophora","Absent"
"Usnea_ciliata","Usnea_ciliata","Absent"
"Usnea_cornuta","Usnea_cornuta","Absent"
"Usnea_crocata","Usnea_crocata","Absent"
"Usnea_dasaea","Usnea_dasaea","Absent"
"Usnea_diffracta","Usnea_diffracta","Absent"
"Usnea_diplotypa","Usnea_diplotypa","Absent"
"Usnea_durietzii","Usnea_durietzii","Absent"
"Usnea_erinacea","Usnea_erinacea","Absent"
"Usnea_esperantiana","Usnea_esperantiana","Absent"
"Usnea_filipendula","Usnea_filipendula","Absent"
"Usnea_flammea","Usnea_flammea","Absent"
"Usnea_flavocardia","Usnea_flavocardia","Absent"
"Usnea_florida","Usnea_florida","Absent"
"Usnea_fragilescens","Usnea_fragilescens","Absent"
"Usnea_fulvoreagens","Usnea_fulvoreagens","Absent"
"Usnea_glabrata","Usnea_glabrata","Absent"
"Usnea_glabrescens","Usnea_glabrescens","Absent"
"Usnea_himalayana","Usnea_himalayana","Absent"
"Usnea_hirta","Usnea_hirta","Absent"
"Usnea_intermedia","Usnea_intermedia","Absent"
"Usnea_intumescens","Usnea_intumescens","Absent"
"Usnea_lambii","Usnea_lambii","Absent"
"Usnea_lapponica","Usnea_lapponica","Absent"
"Usnea_longissima","Usnea_longissima","Absent"
"Usnea_malmei","Usnea_malmei","Absent"
"Usnea_merrillii","Usnea_merrillii","Absent"
"Usnea_mutabilis","Usnea_mutabilis","Absent"
"Usnea_nidifica","Usnea_nidifica","Absent"
"Usnea_nipparensis","Usnea_nipparensis","Absent"
"Usnea_orientalis","Usnea_orientalis","Absent"
"Usnea_pangiana","Usnea_pangiana","Absent"
"Usnea_patagonica","Usnea_patagonica","Absent"
"Usnea_pectinata","Usnea_pectinata","Absent"
"Usnea_perhispidella","Usnea_perhispidella","Absent"
"Usnea_perpusilla","Usnea_perpusilla","Absent"
"Usnea_pygmoidea","Usnea_pygmoidea","Absent"
"Usnea_rigida","Usnea_rigida","Absent"
"Usnea_rubicunda","Usnea_rubicunda","Absent"
"Usnea_rubricornuta","Usnea_rubricornuta","Absent"
"Usnea_rubrotincta","Usnea_rubrotincta","Absent"
"Usnea_silesiaca","Usnea_silesiaca","Absent"
