"","Taxon","State"
"Caloplaca_conversa","Caloplaca_conversa","Absent"
"Caloplaca_coralliza","Caloplaca_coralliza","Absent"
"Caloplaca_cretensis","Caloplaca_cretensis","Absent"
"Caloplaca_demissa","Caloplaca_demissa","Absent"
"Caloplaca_diphyodes","Caloplaca_diphyodes","Absent"
"Caloplaca_duplicata","Caloplaca_duplicata","Absent"
"Caloplaca_egeana","Caloplaca_egeana","Absent"
"Caloplaca_erodens","Caloplaca_erodens","Absent"
"Caloplaca_erythrantha","Caloplaca_erythrantha","Absent"
"Caloplaca_erythrocarpa","Caloplaca_erythrocarpa","Absent"
"Caloplaca_ferruginea","Caloplaca_ferruginea","Absent"
"Caloplaca_furax","Caloplaca_furax","Absent"
"Caloplaca_furfuracea","Caloplaca_furfuracea","Absent"
"Caloplaca_fuscoatroides","Caloplaca_fuscoatroides","Absent"
"Caloplaca_fuscorufa","Caloplaca_fuscorufa","Absent"
"Caloplaca_gloriae","Caloplaca_gloriae","Absent"
"Caloplaca_haematites","Caloplaca_haematites","Absent"
"Caloplaca_hanneshertelii","Caloplaca_hanneshertelii","Absent"
"Caloplaca_isidiigera","Caloplaca_isidiigera","Absent"
"Caloplaca_juniperina","Caloplaca_juniperina","Absent"
"Caloplaca_latzelii","Caloplaca_latzelii","Absent"
"Caloplaca_monacensis","Caloplaca_monacensis","Absent"
"Caloplaca_obscurella","Caloplaca_obscurella","Absent"
"Caloplaca_paulii","Caloplaca_paulii","Absent"
"Caloplaca_peliophylla","Caloplaca_peliophylla","Absent"
"Caloplaca_pelodella","Caloplaca_pelodella","Absent"
"Caloplaca_percrocata","Caloplaca_percrocata","Absent"
"Caloplaca_phaeothamnos","Caloplaca_phaeothamnos","Absent"
"Caloplaca_pinicola","Caloplaca_pinicola","Absent"
"Caloplaca_reptans","Caloplaca_reptans","Absent"
"Caloplaca_scabrosa","Caloplaca_scabrosa","Absent"
"Caloplaca_soralifera","Caloplaca_soralifera","Absent"
"Caloplaca_sterilis","Caloplaca_sterilis","Absent"
"Caloplaca_stillicidiorum","Caloplaca_stillicidiorum","Absent"
"Caloplaca_subalpina","Caloplaca_subalpina","Absent"
"Caloplaca_teicholyta","Caloplaca_teicholyta","Absent"
"Caloplaca_thracopontica","Caloplaca_thracopontica","Absent"
"Caloplaca_transcaspica","Caloplaca_transcaspica","Absent"
"Caloplaca_turkuensis","Caloplaca_turkuensis","Absent"
"Caloplaca_ulmorum","Caloplaca_ulmorum","Absent"
"Caloplaca_variabilis","Caloplaca_variabilis","Absent"
"Caloplaca_xanthostigmoidea","Caloplaca_xanthostigmoidea","Absent"
"Caloplaca_xerica","Caloplaca_xerica","Absent"
"Fulgensia_poeltii","Fulgensia_poeltii","Absent"
"Gyalolechia_arizonica","Gyalolechia_arizonica","Absent"
"Gyalolechia_aurea","Gyalolechia_aurea","Absent"
"Gyalolechia_bassiae","Gyalolechia_bassiae","Absent"
"Gyalolechia_bracteata","Gyalolechia_bracteata","Absent"
"Gyalolechia_canariensis","Gyalolechia_canariensis","Absent"
"Gyalolechia_cranfieldii","Gyalolechia_cranfieldii","Absent"
"Gyalolechia_desertorum","Gyalolechia_desertorum","Absent"
"Gyalolechia_ehrenbergii","Gyalolechia_ehrenbergii","Absent"
"Gyalolechia_flavorubescens","Gyalolechia_flavorubescens","Absent"
"Gyalolechia_flavovirescens","Gyalolechia_flavovirescens","Absent"
"Gyalolechia_fulgens","Gyalolechia_fulgens","Absent"
"Gyalolechia_fulgida","Gyalolechia_fulgida","Absent"
"Gyalolechia_gomerana","Gyalolechia_gomerana","Absent"
"Gyalolechia_lenae","Gyalolechia_lenae","Absent"
"Gyalolechia_oxneri","Gyalolechia_oxneri","Absent"
"Gyalolechia_persimilis","Gyalolechia_persimilis","Absent"
"Gyalolechia_pruinosa","Gyalolechia_pruinosa","Absent"
"Gyalolechia_stantonii","Gyalolechia_stantonii","Absent"
"Gyalolechia_stipitata","Gyalolechia_stipitata","Absent"
"Gyalolechia_subbracteata","Gyalolechia_subbracteata","Absent"
"Ioplaca_pindarensis","Ioplaca_pindarensis","Absent"
"Leproplaca_chrysodeta","Leproplaca_chrysodeta","Absent"
"Leproplaca_obliterans","Leproplaca_obliterans","Absent"
"Leproplaca_proteus","Leproplaca_proteus","Absent"
"Leproplaca_xantholyta","Leproplaca_xantholyta","Absent"
"Pyrenodesmia_chalybaea","Pyrenodesmia_chalybaea","Absent"
"Rufoplaca_arenaria","Rufoplaca_arenaria","Absent"
"Rufoplaca_oxfordensis","Rufoplaca_oxfordensis","Absent"
"Rufoplaca_scotoplaca","Rufoplaca_scotoplaca","Absent"
"Rufoplaca_subpallida","Rufoplaca_subpallida","Absent"
"Rufoplaca_tristiuscula","Rufoplaca_tristiuscula","Absent"
"Seirophora_aurantiaca","Seirophora_aurantiaca","Absent"
"Seirophora_austroarabica","Seirophora_austroarabica","Absent"
"Seirophora_californica","Seirophora_californica","Absent"
"Seirophora_contortuplicata","Seirophora_contortuplicata","Absent"
"Seirophora_lacunosa","Seirophora_lacunosa","Absent"
"Seirophora_scorigena","Seirophora_scorigena","Absent"
"Seirophora_stenophylla","Seirophora_stenophylla","Absent"
"Teloschistes_contortuplicatus","Teloschistes_contortuplicatus","Absent"
"Teloschistes_villosus","Teloschistes_villosus","Absent"
"Usnochroma_carphinea","Usnochroma_carphinea","Absent"
"Usnochroma_scoriophila","Usnochroma_scoriophila","Absent"
"Variospora_aurantia","Variospora_aurantia","Absent"
"Variospora_dolomiticola","Variospora_dolomiticola","Absent"
"Variospora_erythrina","Variospora_erythrina","Absent"
"Variospora_flavescens","Variospora_flavescens","Absent"
"Variospora_glomerata","Variospora_glomerata","Absent"
"Variospora_macrocarpa","Variospora_macrocarpa","Absent"
"Variospora_thallincola","Variospora_thallincola","Absent"
"Variospora_velana","Variospora_velana","Absent"
"Brownliella_aequata","Brownliella_aequata","Absent"
"Brownliella_montisfracti","Brownliella_montisfracti","Absent"
"Caloplaca_chilensis","Caloplaca_chilensis","Absent"
"Caloplaca_digitaurea","Caloplaca_digitaurea","Absent"
"Caloplaca_wetmorei","Caloplaca_wetmorei","Absent"
"Caloplaca_whinrayi","Caloplaca_whinrayi","Absent"
"Caloplaca_yarraensis","Caloplaca_yarraensis","Absent"
"Filsoniana_australiensis","Filsoniana_australiensis","Absent"
"Filsoniana_rexfilsonii","Filsoniana_rexfilsonii","Absent"
"Filsoniana_scarlatina","Filsoniana_scarlatina","Absent"
"Follmannia_orthoclada","Follmannia_orthoclada","Absent"
"Haloplaca_britannica","Haloplaca_britannica","Absent"
"Haloplaca_sorediella","Haloplaca_sorediella","Absent"
"Haloplaca_suaedae","Haloplaca_suaedae","Absent"
"Josefpoeltia_parva","Josefpoeltia_parva","Absent"
"Josefpoeltia_sorediosa","Josefpoeltia_sorediosa","Absent"
"Kaernefia_albocrenulata","Kaernefia_albocrenulata","Absent"
"Kaernefia_gilfillaniorum","Kaernefia_gilfillaniorum","Absent"
"Kaernefia_kaernefeltii","Kaernefia_kaernefeltii","Absent"
"Niorma_chrysophthalma","Niorma_chrysophthalma","Absent"
"Scutaria_andina","Scutaria_andina","Absent"
"Sirenophila_bermaguiana","Sirenophila_bermaguiana","Absent"
"Sirenophila_eos","Sirenophila_eos","Absent"
"Sirenophila_gallowayii","Sirenophila_gallowayii","Absent"
"Sirenophila_gintarisi","Sirenophila_gintarisi","Absent"
"Sirenophila_jackelixii","Sirenophila_jackelixii","Absent"
"Sirenophila_maccarthyi","Sirenophila_maccarthyi","Absent"
"Sirenophila_tomareeana","Sirenophila_tomareeana","Absent"
"Stellarangia_elegantissima","Stellarangia_elegantissima","Absent"
"Stellarangia_namibensis","Stellarangia_namibensis","Absent"
"Stellarangia_testudinea","Stellarangia_testudinea","Absent"
"Teloschistes_arabicus","Teloschistes_arabicus","Absent"
"Teloschistes_capensis","Teloschistes_capensis","Absent"
"Teloschistes_exilis","Teloschistes_exilis","Absent"
"Teloschistes_fasciculatus","Teloschistes_fasciculatus","Absent"
"Teloschistes_flavicans","Teloschistes_flavicans","Absent"
"Teloschistes_hosseusianus","Teloschistes_hosseusianus","Absent"
"Teloschistes_hypoglaucus","Teloschistes_hypoglaucus","Absent"
"Teloschistes_inflatus","Teloschistes_inflatus","Absent"
"Teloschistes_sieberianus","Teloschistes_sieberianus","Absent"
"Teloschistes_velifer","Teloschistes_velifer","Absent"
"Teloschistopsis_bonae_spei","Teloschistopsis_bonae_spei","Absent"
"Teloschistopsis_chrysocarpoides","Teloschistopsis_chrysocarpoides","Absent"
"Teloschistopsis_eudoxa","Teloschistopsis_eudoxa","Absent"
"Villophora_isidioclada","Villophora_isidioclada","Absent"
"Wetmoreana_appressa","Wetmoreana_appressa","Absent"
"Wetmoreana_decipioides","Wetmoreana_decipioides","Absent"
"Wetmoreana_texana","Wetmoreana_texana","Absent"
"Athallia_alnetorum","Athallia_alnetorum","Absent"
"Athallia_cerinelloides","Athallia_cerinelloides","Absent"
"Athallia_holocarpa","Athallia_holocarpa","Absent"
"Athallia_pyracea","Athallia_pyracea","Absent"
"Athallia_scopularis","Athallia_scopularis","Absent"
"Austroplaca_ambitiosa","Austroplaca_ambitiosa","Absent"
"Austroplaca_cirrochrooides","Austroplaca_cirrochrooides","Absent"
"Austroplaca_darbishirei","Austroplaca_darbishirei","Absent"
"Austroplaca_erecta","Austroplaca_erecta","Absent"
"Austroplaca_hookeri","Austroplaca_hookeri","Absent"
"Austroplaca_johnstonii","Austroplaca_johnstonii","Absent"
"Austroplaca_lucens","Austroplaca_lucens","Absent"
"Austroplaca_millegrana","Austroplaca_millegrana","Absent"
"Austroplaca_soropelta","Austroplaca_soropelta","Absent"
"Calogaya_alaskensis","Calogaya_alaskensis","Absent"
"Calogaya_arnoldii","Calogaya_arnoldii","Absent"
"Calogaya_decipiens","Calogaya_decipiens","Absent"
"Calogaya_lobulata","Calogaya_lobulata","Absent"
"Calogaya_polycarpoides","Calogaya_polycarpoides","Absent"
"Calogaya_pusilla","Calogaya_pusilla","Absent"
"Calogaya_schistidii","Calogaya_schistidii","Absent"
"Caloplaca_alcarum","Caloplaca_alcarum","Absent"
"Caloplaca_altoandina","Caloplaca_altoandina","Absent"
"Caloplaca_aquensis","Caloplaca_aquensis","Absent"
"Caloplaca_arcis","Caloplaca_arcis","Absent"
"Caloplaca_arcisproxima","Caloplaca_arcisproxima","Absent"
"Caloplaca_arnoldiiconfusa","Caloplaca_arnoldiiconfusa","Absent"
"Caloplaca_austrocitrina","Caloplaca_austrocitrina","Absent"
"Caloplaca_biatorina","Caloplaca_biatorina","Absent"
"Caloplaca_borysthenica","Caloplaca_borysthenica","Absent"
"Caloplaca_calcitrapa","Caloplaca_calcitrapa","Absent"
"Caloplaca_cerinella","Caloplaca_cerinella","Absent"
"Caloplaca_communis","Caloplaca_communis","Absent"
"Caloplaca_confusa","Caloplaca_confusa","Absent"
"Caloplaca_coronata","Caloplaca_coronata","Absent"
"Caloplaca_dichroa","Caloplaca_dichroa","Absent"
"Caloplaca_ferrarii","Caloplaca_ferrarii","Absent"
"Caloplaca_flavocitrina","Caloplaca_flavocitrina","Absent"
"Caloplaca_geleverjae","Caloplaca_geleverjae","Absent"
"Caloplaca_granulosa","Caloplaca_granulosa","Absent"
"Caloplaca_havaasii","Caloplaca_havaasii","Absent"
"Caloplaca_inconnexa","Caloplaca_inconnexa","Absent"
"Caloplaca_interfulgens","Caloplaca_interfulgens","Absent"
"Caloplaca_irrubescens","Caloplaca_irrubescens","Absent"
"Caloplaca_lactea","Caloplaca_lactea","Absent"
"Caloplaca_limonia","Caloplaca_limonia","Absent"
"Caloplaca_maritima","Caloplaca_maritima","Absent"
"Caloplaca_nashii","Caloplaca_nashii","Absent"
"Caloplaca_nigromarina","Caloplaca_nigromarina","Absent"
"Caloplaca_ora","Caloplaca_ora","Absent"
"Caloplaca_polycarpa","Caloplaca_polycarpa","Absent"
"Caloplaca_rouxii","Caloplaca_rouxii","Absent"
"Caloplaca_saxicola","Caloplaca_saxicola","Absent"
"Caloplaca_scrobiculata","Caloplaca_scrobiculata","Absent"
"Caloplaca_scythica","Caloplaca_scythica","Absent"
"Caloplaca_servitiana","Caloplaca_servitiana","Absent"
"Caloplaca_sublobulata","Caloplaca_sublobulata","Absent"
"Caloplaca_thuringiaca","Caloplaca_thuringiaca","Absent"
"Caloplaca_tominii","Caloplaca_tominii","Absent"
"Caloplaca_ulcerosa","Caloplaca_ulcerosa","Absent"
"Caloplaca_vitellinula","Caloplaca_vitellinula","Absent"
"Cerothallia_luteoalba","Cerothallia_luteoalba","Absent"
"Cerothallia_subluteoalba","Cerothallia_subluteoalba","Absent"
"Cerothallia_yorkensis","Cerothallia_yorkensis","Absent"
"Dufourea_alexanderbaai","Dufourea_alexanderbaai","Absent"
"Dufourea_angustata","Dufourea_angustata","Absent"
"Dufourea_australis","Dufourea_australis","Absent"
"Dufourea_bonae_spei","Dufourea_bonae_spei","Absent"
"Dufourea_capensis","Dufourea_capensis","Absent"
"Dufourea_dissectula","Dufourea_dissectula","Absent"
"Dufourea_filsonii","Dufourea_filsonii","Absent"
"Dufourea_flammea","Dufourea_flammea","Absent"
"Dufourea_karrooensis","Dufourea_karrooensis","Absent"
